"id","mszoning","lotfrontage","lotarea","lotshape","landcontour","lotconfig","landslope","neighborhood","condition1","bldgtype","housestyle","overallqual","overallcond","yearbuilt","yearremodadd","roofstyle","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtunfsf","totalbsmtsf","heating","heatingqc","electrical","x1stflrsf","x2ndflrsf","grlivarea","bsmtfullbath","fullbath","halfbath","bedroomabvgr","kitchenqual","totrmsabvgrd","functional","fireplaces","fireplacequ","garagetype","garageyrblt","garagefinish","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","fence","miscfeature","saletype","salecondition","saleprice","sale_date","total_baths"
361,"RL",21,7540,"IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","SFoyer",6,6,1978,1978,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",773,"Unf",115,888,"GasA","Ex","SBrkr",912,0,912,1,1,0,2,"TA",5,"Typ",1,"TA","Attchd",1978,"RFn",2,470,0,0,0,"MnPrv",NA,"WD","Normal",156000,2007-06-01,1
362,"RL",21,9144,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,5,1940,1982,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",399,"Unf",484,883,"GasA","Gd","SBrkr",988,517,1505,1,1,0,3,"TA",8,"Typ",0,NA,"Detchd",1940,"Unf",1,240,0,0,0,NA,NA,"WD","Normal",145000,2008-07-01,1
363,"RL",64,7301,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","SFoyer",7,5,2003,2003,"Gable","HdBoard","HdBoard","BrkFace",500,"Gd","TA","Slab",NA,NA,NA,NA,0,NA,0,0,"GasA","Ex","SBrkr",495,1427,1922,0,3,0,4,"Gd",7,"Typ",1,"Ex","BuiltIn",2003,"RFn",2,672,0,0,177,NA,NA,"ConLD","Normal",198500,2009-07-01,3
364,"RM",21,1680,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story",6,8,1972,2007,"Gable","HdBoard","HdBoard","BrkFace",510,"TA","TA","CBlock","TA","TA","No","ALQ",162,"Unf",321,483,"GasA","Gd","SBrkr",483,504,987,0,1,1,2,"Gd",5,"Typ",0,NA,"Detchd",1972,"Unf",1,264,250,0,0,NA,NA,"WD","Normal",118000,2009-05-01,1.5
365,"RL",21,18800,"IR1","Lvl","FR2","Gtl","NWAmes","Norm","1Fam","2Story",6,5,1976,1976,"Gable","HdBoard","HdBoard","BrkFace",120,"TA","TA","PConc","Gd","TA","Mn","GLQ",712,"Unf",84,796,"GasA","TA","SBrkr",790,784,1574,1,2,1,3,"TA",6,"Typ",1,"TA","Attchd",1976,"Fin",2,566,306,111,0,NA,NA,"WD","Normal",190000,2006-07-01,2.5
366,"RM",59,10690,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","2Story",5,7,1920,1997,"Hip","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Fa","No","Rec",456,"Unf",216,672,"GasA","Gd","FuseA",672,672,1344,0,1,0,3,"TA",6,"Typ",0,NA,"Detchd",1964,"Unf",1,468,0,128,218,NA,NA,"WD","Normal",147000,2009-07-01,1
367,"RL",21,9500,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1963,1963,"Gable","Plywood","Plywood","BrkFace",247,"TA","TA","CBlock","Gd","TA","No","BLQ",609,"Unf",785,1394,"GasA","Gd","SBrkr",1394,0,1394,1,1,1,3,"TA",6,"Typ",2,"Gd","Attchd",1963,"RFn",2,514,0,76,0,NA,NA,"WD","Normal",159000,2009-07-01,1.5
368,"RL",101,9150,"IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","SLvl",6,5,1962,1962,"Gable","Plywood","Plywood","BrkFace",305,"TA","TA","CBlock","Gd","TA","Gd","GLQ",371,"Unf",728,1099,"GasA","Gd","SBrkr",1431,0,1431,0,1,0,3,"TA",6,"Typ",1,"Gd","Basment",1962,"RFn",1,296,64,110,0,NA,NA,"WD","Normal",165000,2008-12-01,1
369,"RL",78,7800,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1954,1954,"Gable","HdBoard","HdBoard","BrkFace",200,"TA","TA","PConc","TA","TA","No","LwQ",540,"Unf",728,1268,"GasA","Gd","SBrkr",1268,0,1268,0,1,0,2,"TA",7,"Typ",1,"Gd","Attchd",1954,"Fin",1,244,0,98,0,NA,NA,"WD","Normal",132000,2010-03-01,1
370,"RL",21,9830,"IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,7,1959,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",72,"Rec",733,1063,"GasA","Ex","SBrkr",1287,0,1287,1,1,0,3,"Gd",7,"Typ",1,"Gd","Detchd",1997,"Fin",2,576,364,17,0,NA,NA,"WD","Normal",162000,2010-03-01,1
371,"RL",21,8121,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",953,953,"GasA","Ex","SBrkr",953,711,1664,0,2,1,3,"TA",7,"Typ",1,"TA","Attchd",2000,"RFn",2,460,100,40,0,NA,NA,"WD","Normal",172400,2006-01-01,2.5
372,"RL",80,17120,"Reg","Lvl","Inside","Gtl","ClearCr","Feedr","1Fam","1.5Fin",4,4,1959,1959,"Gable","WdShing","Plywood","None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,"GasA","TA","SBrkr",1120,468,1588,0,2,0,4,"TA",7,"Min2",1,"Gd","Detchd",1991,"Fin",2,680,0,59,0,NA,NA,"WD","Normal",134432,2008-07-01,2
373,"RL",50,7175,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","TwnhsE","1Story",6,5,1984,1984,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",623,"LwQ",0,744,"GasA","TA","SBrkr",752,0,752,1,1,0,2,"TA",4,"Typ",0,NA,"Attchd",1984,"Unf",1,264,353,0,0,"MnPrv",NA,"WD","Normal",125000,2010-02-01,1
374,"RL",79,10634,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1953,1953,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","BLQ",428,"LwQ",0,608,"GasA","TA","SBrkr",1319,0,1319,1,1,0,3,"TA",5,"Min2",0,NA,"Attchd",1953,"Unf",1,270,66,0,0,"GdWo",NA,"WD","Normal",123000,2009-11-01,1
375,"RL",65,8200,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2003,2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",847,847,"GasA","Ex","SBrkr",847,1081,1928,0,2,1,4,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,434,100,48,0,NA,NA,"WD","Normal",219500,2007-07-01,2.5
376,"RL",21,10020,"IR1","Low","Inside","Sev","Edwards","Norm","1Fam","1Story",1,1,1922,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"Fa","Fa","BrkTil","Fa","Po","Gd","BLQ",350,"Unf",333,683,"GasA","Gd","FuseA",904,0,904,1,0,1,1,"Fa",4,"Maj1",0,NA,NA,1900,NA,0,0,0,0,0,NA,NA,"WD","Normal",61000,2009-03-01,0.5
377,"RL",57,8846,"IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","SFoyer",5,5,1996,1996,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",298,"Unf",572,870,"GasA","Ex","SBrkr",914,0,914,0,1,0,2,"TA",5,"Typ",0,NA,"Detchd",1998,"Unf",2,576,0,0,0,NA,NA,"WD","Normal",148000,2006-07-01,1
378,"FV",102,11143,"IR1","Lvl","Corner","Gtl","Somerst","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1580,1580,"GasA","Ex","SBrkr",1580,886,2466,0,3,0,4,"Gd",8,"Typ",1,"Gd","Attchd",2004,"RFn",2,610,159,214,0,NA,NA,"WD","Normal",340000,2007-12-01,3
379,"RL",88,11394,"Reg","Lvl","Corner","Gtl","StoneBr","Norm","1Fam","1Story",9,2,2010,2010,"Hip","VinylSd","VinylSd","Stone",350,"Gd","TA","PConc","Ex","TA","Av","GLQ",1445,"Unf",411,1856,"GasA","Ex","SBrkr",1856,0,1856,1,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd",2010,"Fin",3,834,113,0,0,NA,NA,"New","Partial",394432,2010-06-01,1.5
380,"RL",60,8123,"IR1","Lvl","Inside","Gtl","Gilbert","RRAn","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",16,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",982,982,"GasA","Ex","SBrkr",1007,793,1800,0,2,1,3,"TA",7,"Typ",1,"TA","Attchd",2000,"Fin",2,463,100,63,0,NA,NA,"WD","Normal",179000,2009-06-01,2.5
381,"RL",50,5000,"Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","1.5Fin",5,6,1924,1950,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",218,"Unf",808,1026,"GasA","TA","SBrkr",1026,665,1691,0,2,0,3,"Gd",6,"Typ",1,"Gd","Detchd",1924,"Unf",1,308,0,0,242,NA,NA,"WD","Normal",127000,2010-05-01,2
382,"FV",60,7200,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",1293,1293,"GasA","Ex","SBrkr",1301,0,1301,1,2,0,2,"Gd",5,"Typ",1,"Gd","Attchd",2006,"RFn",2,572,216,121,0,NA,NA,"New","Partial",187750,2006-08-01,2
383,"RL",79,9245,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",939,939,"GasA","Ex","SBrkr",939,858,1797,0,2,1,3,"Gd",8,"Typ",0,NA,"Attchd",2006,"RFn",2,639,144,53,0,NA,NA,"WD","Normal",213500,2007-04-01,2.5
384,"RH",60,9000,"Reg","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","1.5Unf",6,3,1928,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",784,784,"GasA","TA","FuseA",784,0,784,0,1,0,2,"TA",5,"Typ",0,NA,"Detchd",1950,"Unf",2,360,0,0,91,NA,NA,"WD","Normal",76000,2009-10-01,1
385,"RL",21,53107,"IR2","Low","Corner","Mod","ClearCr","Feedr","1Fam","2Story",6,5,1992,1992,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",985,"Unf",595,1580,"GasA","Ex","SBrkr",1079,874,1953,1,2,1,3,"Gd",9,"Typ",2,"Fa","Attchd",1992,"Fin",2,501,216,231,0,NA,NA,"WD","Normal",240000,2007-06-01,2.5
386,"RL",43,3182,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",1232,1256,"GasA","Ex","SBrkr",1269,0,1269,0,2,0,2,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,430,146,20,0,NA,NA,"WD","Normal",192000,2010-04-01,2
387,"RL",58,8410,"Reg","Lvl","FR2","Gtl","Edwards","Feedr","1Fam","1.5Fin",5,3,1910,1996,"Gambrel","Wd Sdng","VinylSd","None",0,"TA","Fa","PConc","TA","TA","No","Unf",0,"Unf",658,658,"GasA","TA","SBrkr",658,526,1184,0,1,0,5,"TA",8,"Typ",0,NA,NA,1900,NA,0,0,0,151,0,NA,NA,"WD","AdjLand",81000,2006-05-01,1
388,"RL",72,7200,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","SLvl",6,6,1976,1976,"Hip","MetalSd","MetalSd","BrkFace",255,"TA","TA","CBlock","TA","TA","Av","ALQ",631,"Unf",410,1041,"GasA","Ex","SBrkr",1125,0,1125,1,1,0,3,"TA",6,"Typ",1,"Fa","Detchd",1977,"Unf",1,352,296,0,0,"GdWo",NA,"WD","Abnorml",125000,2009-10-01,1
389,"RL",93,9382,"IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story",7,5,1999,2000,"Gable","VinylSd","VinylSd","BrkFace",125,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1468,1468,"GasA","Ex","SBrkr",1479,0,1479,0,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",1999,"RFn",2,577,120,25,0,NA,NA,"WD","Normal",191000,2008-07-01,2
390,"RL",96,12474,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",10,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",272,"Ex","TA","PConc","Ex","TA","Av","GLQ",1280,"Unf",402,1682,"GasA","Ex","SBrkr",1742,590,2332,1,2,1,3,"Ex",9,"Typ",1,"Ex","BuiltIn",2008,"Fin",3,846,196,134,0,NA,NA,"New","Partial",426000,2008-08-01,2.5
391,"RL",50,8405,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",5,8,1900,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Gd","No","Rec",241,"BLQ",229,861,"GasA","Ex","SBrkr",961,406,1367,1,1,0,4,"TA",7,"Typ",0,NA,"Detchd",1978,"Unf",1,384,0,130,112,"MnPrv",NA,"WD","Normal",119000,2008-04-01,1
392,"RL",71,12209,"IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","2Story",6,5,2001,2002,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","TA","No","ALQ",690,"Unf",114,804,"GasA","Ex","SBrkr",804,1157,1961,1,2,1,3,"Gd",7,"Typ",1,"TA","BuiltIn",2001,"Fin",2,560,125,192,0,NA,NA,"WD","Normal",215000,2009-06-01,2.5
393,"RL",21,8339,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1959,1959,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,"GasA","TA","SBrkr",882,0,882,0,1,0,3,"TA",5,"Typ",0,NA,"Attchd",1959,"RFn",1,294,0,0,0,"MnPrv","Shed","WD","Normal",106500,2007-07-01,1
394,"RL",21,7446,"Reg","Lvl","Corner","Gtl","BrkSide","Feedr","1Fam","1Story",4,5,1941,1950,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",266,"Unf",522,788,"GasA","TA","FuseA",788,0,788,0,1,0,2,"TA",4,"Typ",2,"TA",NA,1900,NA,0,0,0,0,0,"GdWo",NA,"WD","Abnorml",100000,2006-04-01,1
395,"RL",60,10134,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",735,735,"GasA","Gd","FuseA",735,299,1034,0,1,0,2,"TA",5,"Typ",0,NA,"Detchd",1940,"Unf",1,240,0,39,0,NA,NA,"WD","Normal",109000,2007-07-01,1
396,"RL",68,9571,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,6,1956,1956,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",739,"Unf",405,1144,"GasA","TA","SBrkr",1144,0,1144,1,1,0,3,"TA",6,"Typ",0,NA,"Attchd",1956,"Unf",1,596,44,0,0,NA,NA,"WD","Normal",129000,2010-06-01,1
397,"RL",60,7200,"Reg","Low","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,5,1972,1972,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","Rec",777,"Unf",117,894,"GasA","TA","SBrkr",894,0,894,0,1,0,2,"TA",6,"Typ",0,NA,"Detchd",1985,"RFn",2,600,215,0,0,NA,NA,"WD","Normal",123000,2009-09-01,1
398,"RL",69,7590,"Reg","Lvl","Inside","Gtl","NAmes","PosN","1Fam","2Story",5,5,1962,1962,"Gable","VinylSd","VinylSd","BrkFace",288,"TA","TA","CBlock","TA","TA","No","ALQ",540,"Unf",324,864,"GasA","TA","SBrkr",876,936,1812,0,2,0,4,"TA",8,"Typ",1,"TA","Attchd",1962,"RFn",1,264,0,168,0,NA,NA,"WD","Normal",169500,2007-07-01,2
399,"RM",60,8967,"Reg","Lvl","Corner","Gtl","IDOTRR","Norm","1Fam","1Story",5,2,1920,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","Fa","Po","No","Unf",0,"Unf",961,961,"GasA","Gd","Mix",1077,0,1077,0,1,0,2,"TA",6,"Maj2",0,NA,"Detchd",1920,"Unf",1,338,0,0,0,NA,NA,"WD","Abnorml",67000,2007-11-01,1
400,"FV",65,8125,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2006,2007,"Gable","CemntBd","CmentBd","Stone",100,"Gd","TA","PConc","Gd","TA","No","GLQ",812,"Unf",280,1092,"GasA","Ex","SBrkr",1112,438,1550,1,2,0,2,"Gd",7,"Typ",0,NA,"Attchd",2007,"Fin",2,438,0,168,0,NA,NA,"WD","Normal",241000,2009-10-01,2
401,"RL",38,14963,"IR2","Lvl","Inside","Gtl","Veenker","Norm","TwnhsE","1Story",8,5,1996,1996,"Gable","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",786,"Unf",474,1260,"GasA","Ex","SBrkr",1288,0,1288,1,1,1,1,"Ex",4,"Typ",2,"Gd","Attchd",1996,"Fin",2,500,120,30,0,NA,NA,"WD","Normal",245500,2008-12-01,1.5
402,"RL",65,8767,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",1286,1310,"GasA","Ex","SBrkr",1310,0,1310,0,2,0,3,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,400,0,0,0,NA,NA,"New","Partial",164990,2006-07-01,2
403,"RL",60,10200,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,8,1940,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",672,672,"GasA","Ex","SBrkr",672,0,672,0,1,0,2,"TA",4,"Typ",0,NA,"Detchd",1940,"Unf",1,240,168,0,0,"GdPrv",NA,"WD","Normal",108000,2008-08-01,1
404,"RL",93,12090,"Reg","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",650,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1141,1141,"GasA","Gd","SBrkr",1165,1098,2263,0,2,1,4,"Gd",10,"Typ",1,"TA","BuiltIn",1998,"Fin",2,420,144,123,0,NA,NA,"WD","Abnorml",258000,2006-07-01,2.5
405,"RL",21,10364,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1995,1996,"Gable","MetalSd","MetalSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",806,806,"GasA","Gd","SBrkr",806,766,1572,0,2,1,3,"TA",7,"Typ",1,"TA","BuiltIn",1995,"Fin",2,373,0,40,0,NA,NA,"WD","Normal",168000,2007-05-01,2.5
406,"RL",21,9991,"IR1","Lvl","Corner","Gtl","Sawyer","Feedr","1Fam","1Story",4,4,1976,1993,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",1116,"Unf",165,1281,"GasA","Ex","SBrkr",1620,0,1620,1,2,0,3,"TA",8,"Min1",1,"TA","Attchd",1993,"Unf",2,490,120,78,0,"GdWo",NA,"WD","Normal",150000,2009-06-01,2
407,"RL",51,10480,"Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","1.5Fin",6,5,1936,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",1064,1064,"GasA","Ex","FuseA",1166,0,1639,0,1,0,3,"TA",6,"Maj2",0,NA,"Detchd",1936,"Unf",1,240,0,0,0,NA,NA,"WD","Normal",115000,2008-03-01,1
408,"RL",63,15576,"Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","2Story",6,7,1915,1976,"Gable","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",0,"Unf",840,840,"GasA","Ex","SBrkr",840,840,1680,0,2,0,4,"TA",8,"Typ",0,NA,"Attchd",1960,"Unf",1,308,0,0,160,NA,NA,"WD","Normal",177000,2008-03-01,2
409,"RL",109,14154,"Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","BrkFace",350,"Gd","TA","PConc","Ex","Gd","No","Unf",0,"Unf",1063,1063,"GasA","Ex","SBrkr",1071,1101,2172,0,2,1,3,"Gd",9,"Typ",1,"Gd","Attchd",2006,"RFn",3,947,192,62,0,NA,NA,"New","Partial",280000,2007-08-01,2.5
410,"FV",85,10800,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",100,"Gd","TA","PConc","Ex","TA","No","GLQ",789,"Unf",245,1034,"GasA","Ex","SBrkr",1050,1028,2078,1,2,1,3,"Ex",8,"Typ",1,"Gd","Attchd",2008,"Fin",3,836,0,102,0,NA,NA,"New","Partial",339750,2008-04-01,2.5
411,"RL",68,9571,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,3,1958,1958,"Gable","BrkComm","Brk Cmn","None",0,"TA","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",1276,1276,"GasA","TA","FuseA",1276,0,1276,0,1,0,3,"TA",5,"Mod",0,NA,"Attchd",1958,"Unf",1,350,0,0,0,NA,NA,"COD","Abnorml",60000,2009-06-01,1
412,"RL",100,34650,"Reg","Bnk","Inside","Gtl","Gilbert","Norm","2fmCon","1Story",5,5,1955,1955,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","Rec",1056,"Unf",0,1056,"GasA","TA","SBrkr",1056,0,1056,1,1,0,3,"TA",5,"Typ",0,NA,"Attchd",1955,"Fin",2,572,264,0,0,NA,NA,"WD","Normal",145000,2006-01-01,1
413,"FV",21,4403,"IR2","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,2009,2009,"Gable","MetalSd","MetalSd","Stone",432,"Ex","TA","PConc","Ex","TA","Av","GLQ",578,"Unf",892,1470,"GasA","Ex","SBrkr",1478,0,1478,1,2,1,2,"Gd",7,"Typ",1,"Gd","Attchd",2009,"Fin",2,484,0,144,0,NA,NA,"New","Partial",222000,2010-06-01,2.5
414,"RM",56,8960,"Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","1Story",5,6,1927,1950,"Gable","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1008,1008,"GasA","Gd","FuseA",1028,0,1028,0,1,0,2,"TA",5,"Typ",1,"Gd","Detchd",1927,"Unf",2,360,0,0,130,NA,NA,"WD","Normal",115000,2010-03-01,1
415,"RL",59,11228,"IR2","Lvl","CulDSac","Gtl","SawyerW","Norm","1Fam","2Story",7,5,1993,1993,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","BLQ",50,"GLQ",499,1080,"GasA","Ex","SBrkr",1080,1017,2097,0,2,1,3,"Gd",9,"Typ",1,"TA","Attchd",1993,"Unf",3,678,196,187,0,NA,NA,"WD","Normal",228000,2008-12-01,2.5
416,"RL",73,8899,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","1Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Unf",1316,1340,"GasA","Ex","SBrkr",1340,0,1340,0,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",2007,"Fin",2,396,100,30,0,NA,NA,"New","Partial",181134,2007-08-01,2
417,"RL",74,7844,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","2Story",6,7,1978,1978,"Hip","HdBoard","HdBoard","BrkFace",203,"TA","TA","CBlock","TA","TA","No","ALQ",209,"Unf",463,672,"GasA","TA","SBrkr",672,728,1400,0,1,1,3,"TA",6,"Typ",1,"TA","Attchd",1978,"Fin",2,440,0,0,0,NA,NA,"WD","Normal",149500,2006-03-01,1.5
418,"RL",86,22420,"IR1","Lvl","Inside","Gtl","Crawfor","Feedr","1Fam","2Story",6,6,1918,1950,"Hip","Wd Sdng","Stucco","None",0,"TA","TA","BrkTil","Gd","TA","No","BLQ",1128,"Unf",242,1370,"GasW","TA","FuseA",1370,1254,2624,1,2,1,4,"TA",10,"Typ",1,"Gd","Detchd",1918,"Unf",3,864,0,0,0,NA,NA,"WD","Normal",239000,2007-11-01,2.5
419,"RL",60,8160,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",5,6,1940,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",312,"Unf",444,756,"GasA","Fa","FuseF",756,378,1134,1,1,1,3,"TA",7,"Typ",0,NA,"Detchd",1940,"Unf",1,240,0,0,0,NA,NA,"WD","AdjLand",126000,2007-04-01,1.5
420,"RL",65,8450,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1968,1968,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",775,"Unf",281,1056,"GasA","Ex","SBrkr",1056,0,1056,1,1,0,3,"TA",6,"Typ",1,"Fa","Attchd",1968,"Unf",1,304,0,85,184,NA,NA,"WD","Normal",142000,2010-07-01,1
421,"RM",78,7060,"Reg","Lvl","Inside","Gtl","Mitchel","Norm","Duplex","SFoyer",7,5,1997,1998,"Gable","VinylSd","VinylSd","BrkFace",200,"TA","Gd","PConc","Gd","Gd","Gd","GLQ",1309,"Unf",35,1344,"GasA","Ex","SBrkr",1344,0,1344,2,2,0,2,"TA",8,"Typ",0,NA,"Attchd",1997,"Fin",4,784,0,0,0,NA,NA,"WD","Alloca",206300,2008-11-01,2
422,"RL",21,16635,"IR1","Lvl","FR2","Gtl","NWAmes","Norm","1Fam","1Story",6,7,1977,2000,"Gable","CemntBd","CmentBd","Stone",126,"Gd","TA","CBlock","Gd","TA","No","ALQ",1246,"Unf",356,1602,"GasA","Gd","SBrkr",1602,0,1602,0,2,0,3,"Gd",8,"Typ",1,"TA","Attchd",1977,"Fin",2,529,240,0,0,NA,NA,"WD","Normal",215000,2009-06-01,2
